14.32,5.26258E-05
14.4,5.26373E-05
14.48,5.26314E-05
14.56,5.25996E-05
14.64,5.26014E-05
14.72,5.2598E-05
14.8,5.26192E-05
14.88,5.26371E-05
14.96,5.26189E-05
15.04,5.26187E-05
15.12,5.26125E-05
15.2,5.26209E-05
15.28,5.26003E-05
15.36,5.25681E-05
15.44,5.25994E-05
15.52,5.26102E-05
15.6,5.26426E-05
15.68,5.2664E-05
15.76,5.26707E-05
15.84,5.26722E-05
15.92,5.26627E-05
16,5.26914E-05
16.08,5.26738E-05
16.16,5.26833E-05
16.24,5.26877E-05
16.32,5.26927E-05
16.4,5.26787E-05
16.48,5.26818E-05
16.56,5.26869E-05
16.64,5.26917E-05
16.72,5.26875E-05
16.8,5.26741E-05
16.88,5.27018E-05
16.96,5.27102E-05
17.04,5.27221E-05
17.12,5.27024E-05
17.2,5.26949E-05
17.28,5.26914E-05
17.36,5.27072E-05
17.44,5.27234E-05
17.52,5.27099E-05
17.6,5.27151E-05
17.68,5.27132E-05
17.76,5.27417E-05
17.84,5.27361E-05
17.92,5.27332E-05
18,5.2754E-05
18.08,5.27771E-05
18.16,5.27794E-05
18.24,5.27864E-05
18.32,5.27645E-05
18.4,5.27659E-05
18.48,5.27557E-05
18.56,5.27662E-05
18.64,5.27675E-05
18.72,5.27821E-05
18.8,5.27975E-05
18.88,5.28127E-05
18.96,5.28653E-05
19.04,5.28984E-05
19.12,5.28945E-05
19.2,5.285E-05
19.28,5.28046E-05
19.36,5.27712E-05
19.44,5.27619E-05
19.52,5.27843E-05
19.6,5.28033E-05
19.68,5.28352E-05
19.76,5.28552E-05
19.84,5.28642E-05
19.92,5.28762E-05
20,5.28906E-05
20.08,5.28787E-05
20.16,5.28667E-05
20.24,5.28729E-05
20.32,5.28793E-05
20.4,5.28684E-05
20.48,5.28695E-05
20.56,5.2868E-05
20.64,5.28878E-05
20.72,5.29013E-05
20.8,5.29001E-05
20.88,5.29213E-05
20.96,5.29112E-05
21.04,5.29205E-05
21.12,5.29152E-05
21.2,5.29103E-05
21.28,5.29146E-05
21.36,5.29072E-05
21.44,5.291E-05
21.52,5.2924E-05
21.6,5.29245E-05
21.68,5.29226E-05
21.76,5.29216E-05
21.84,5.29232E-05
21.92,5.29265E-05
22,5.29228E-05
22.08,5.29227E-05
22.16,5.29439E-05
22.24,5.29585E-05
22.32,5.29658E-05
22.4,5.29579E-05
22.48,5.29653E-05
22.56,5.29474E-05
22.64,5.29434E-05
22.72,5.29538E-05
22.8,5.29589E-05
22.88,5.29729E-05
22.96,5.29736E-05
23.04,5.29641E-05
23.12,5.2979E-05
23.2,5.30222E-05
23.28,5.30447E-05
23.36,5.30516E-05
23.44,5.30392E-05
23.52,5.30395E-05
23.6,5.30477E-05
23.68,5.30356E-05
23.76,5.30414E-05
23.84,5.30352E-05
23.92,5.30354E-05
24,5.30369E-05
24.08,5.30422E-05
24.16,5.30258E-05
24.24,5.30142E-05
24.32,5.30156E-05
24.4,5.30367E-05
24.48,5.30397E-05
24.56,5.30326E-05
24.64,5.30292E-05
24.72,5.30427E-05
24.8,5.30628E-05
24.88,5.30645E-05
24.96,5.30523E-05
25.04,5.3062E-05
25.12,5.30966E-05
25.2,5.31005E-05
25.28,5.31135E-05
25.36,5.30925E-05
25.44,5.30705E-05
25.52,5.30452E-05
25.6,5.30476E-05
25.68,5.30372E-05
25.76,5.3067E-05
25.84,5.30947E-05
25.92,5.309E-05
26,5.3086E-05
26.08,5.3083E-05
26.16,5.31197E-05
26.24,5.31132E-05
26.32,5.31349E-05
26.4,5.31397E-05
26.48,5.31625E-05
26.56,5.31728E-05
26.64,5.31728E-05
26.72,5.31687E-05
26.8,5.31347E-05
26.88,5.3109E-05
26.96,5.31041E-05
27.04,5.31566E-05
27.12,5.3155E-05
27.2,5.31679E-05
27.28,5.31688E-05
27.36,5.31885E-05
27.44,5.32188E-05
27.52,5.31989E-05
27.6,5.31875E-05
27.68,5.31734E-05
27.76,5.31994E-05
27.84,5.32196E-05
27.92,5.32442E-05
28,5.32614E-05
28.08,5.32806E-05
28.16,5.32655E-05
28.24,5.3272E-05
28.32,5.33039E-05
28.4,5.33204E-05
28.48,5.3337E-05
28.56,5.33284E-05
28.64,5.33112E-05
28.72,5.33083E-05
28.8,5.332E-05
28.88,5.32931E-05
28.96,5.32922E-05
29.04,5.33051E-05
29.12,5.33359E-05
29.2,5.33435E-05
29.28,5.33561E-05
29.36,5.33594E-05
29.44,5.33367E-05
29.52,5.33363E-05
29.6,5.33459E-05
29.68,5.33582E-05
29.76,5.33627E-05
29.84,5.33593E-05
29.92,5.33785E-05
30,5.34206E-05
30.08,5.34325E-05
30.16,5.34326E-05
30.24,5.3417E-05
30.32,5.34181E-05
30.4,5.34391E-05
30.48,5.34514E-05
30.56,5.34605E-05
30.64,5.34468E-05
30.72,5.34677E-05
30.8,5.34813E-05
30.88,5.34861E-05
30.96,5.3491E-05
31.04,5.35063E-05
31.12,5.35162E-05
31.2,5.35159E-05
31.28,5.35436E-05
31.36,5.35688E-05
31.44,5.35772E-05
31.52,5.35583E-05
31.6,5.35502E-05
31.68,5.35627E-05
31.76,5.35771E-05
31.84,5.35734E-05
31.92,5.35823E-05
32,5.3582E-05
32.08,5.35981E-05
32.16,5.36246E-05
32.24,5.36447E-05
32.32,5.36542E-05
32.4,5.36519E-05
32.48,5.36508E-05
32.56,5.36361E-05
32.64,5.36642E-05
32.72,5.36789E-05
32.8,5.36899E-05
32.88,5.36992E-05
32.96,5.36949E-05
33.04,5.3716E-05
33.12,5.37341E-05
33.2,5.37493E-05
33.28,5.37449E-05
33.36,5.37597E-05
33.44,5.37776E-05
33.52,5.37774E-05
33.6,5.37753E-05
33.68,5.37937E-05
33.76,5.37748E-05
33.84,5.37804E-05
33.92,5.37844E-05
34,5.37988E-05
34.08,5.38306E-05
34.16,5.38277E-05
34.24,5.38608E-05
34.32,5.38751E-05
34.4,5.38865E-05
34.48,5.38958E-05
34.56,5.39018E-05
34.64,5.3922E-05
34.72,5.39097E-05
34.8,5.39293E-05
34.88,5.39446E-05
34.96,5.39615E-05
35.04,5.39684E-05
35.12,5.39676E-05
35.2,5.39562E-05
35.28,5.39716E-05
35.36,5.39877E-05
35.44,5.403E-05
35.52,5.40217E-05
35.6,5.40347E-05
35.68,5.40512E-05
35.76,5.40508E-05
35.84,5.40748E-05
35.92,5.40739E-05
36,5.41048E-05
36.08,5.41011E-05
36.16,5.41293E-05
36.24,5.41503E-05
36.32,5.4166E-05
36.4,5.41826E-05
36.48,5.41751E-05
36.56,5.41713E-05
36.64,5.4189E-05
36.72,5.41831E-05
36.8,5.42037E-05
36.88,5.42153E-05
36.96,5.42245E-05
37.04,5.42647E-05
37.12,5.4268E-05
37.2,5.42964E-05
37.28,5.43045E-05
37.36,5.43384E-05
37.44,5.43625E-05
37.52,5.43763E-05
37.6,5.43819E-05
37.68,5.43606E-05
37.76,5.4348E-05
37.84,5.43417E-05
37.92,5.43737E-05
38,5.44225E-05
38.08,5.44613E-05
38.16,5.44968E-05
38.24,5.45066E-05
38.32,5.4521E-05
38.4,5.45419E-05
38.48,5.45573E-05
38.56,5.45729E-05
38.64,5.45689E-05
38.72,5.45727E-05
38.8,5.45957E-05
38.88,5.46158E-05
38.96,5.46514E-05
39.04,5.4654E-05
39.12,5.46757E-05
39.2,5.46964E-05
39.28,5.47255E-05
39.36,5.47703E-05
39.44,5.47791E-05
39.52,5.47759E-05
39.6,5.4778E-05
39.68,5.47996E-05
39.76,5.48361E-05
39.84,5.48596E-05
39.92,5.4885E-05
40,5.49062E-05
40.08,5.49334E-05
40.16,5.49585E-05
40.24,5.49737E-05
40.32,5.49902E-05
40.4,5.4978E-05
40.48,5.49763E-05
40.56,5.50178E-05
40.64,5.5034E-05
40.72,5.50662E-05
40.8,5.50662E-05
40.88,5.50809E-05
40.96,5.51191E-05
41.04,5.51546E-05
41.12,5.51682E-05
41.2,5.51637E-05
41.28,5.51765E-05
41.36,5.51953E-05
41.44,5.52282E-05
41.52,5.52631E-05
41.6,5.53013E-05
41.68,5.53214E-05
41.76,5.535E-05
41.84,5.53522E-05
41.92,5.53948E-05
42,5.54005E-05
42.08,5.54142E-05
42.16,5.54372E-05
42.24,5.54558E-05
42.32,5.55096E-05
42.4,5.55235E-05
42.48,5.55599E-05
42.56,5.55837E-05
42.64,5.55911E-05
42.72,5.56243E-05
42.8,5.56422E-05
42.88,5.56551E-05
42.96,5.56693E-05
43.04,5.56948E-05
43.12,5.57383E-05
43.2,5.5764E-05
43.28,5.5798E-05
43.36,5.58129E-05
43.44,5.58123E-05
43.52,5.58495E-05
43.6,5.58782E-05
43.68,5.5901E-05
43.76,5.59109E-05
43.84,5.59456E-05
43.92,5.59689E-05
44,5.60017E-05
44.08,5.60512E-05
44.16,5.60887E-05
44.24,5.61242E-05
44.32,5.61655E-05
44.4,5.61706E-05
44.48,5.61952E-05
44.56,5.62103E-05
44.64,5.62263E-05
44.72,5.62437E-05
44.8,5.62622E-05
44.88,5.63068E-05
44.96,5.63504E-05
45.04,5.63954E-05
45.12,5.64286E-05
45.2,5.64425E-05
45.28,5.64972E-05
45.36,5.65372E-05
45.44,5.65745E-05
45.52,5.65882E-05
45.6,5.66097E-05
45.68,5.66399E-05
45.76,5.66927E-05
45.84,5.67512E-05
45.92,5.67769E-05
46,5.67958E-05
46.08,5.68132E-05
46.16,5.68387E-05
46.24,5.68651E-05
46.32,5.6899E-05
46.4,5.6916E-05
46.48,5.69539E-05
46.56,5.69754E-05
46.64,5.70119E-05
46.72,5.70507E-05
46.8,5.70934E-05
46.88,5.7157E-05
46.96,5.71802E-05
47.04,5.72213E-05
47.12,5.7242E-05
47.2,5.72832E-05
47.28,5.73178E-05
47.36,5.7347E-05
47.44,5.73766E-05
47.52,5.74025E-05
47.6,5.74548E-05
47.68,5.75037E-05
47.76,5.75451E-05
47.84,5.75943E-05
