77,0.000246,0.000356,0.000243,0.00113,0.000571
200,0.000470,0.000690,0.000375,0.00157,0.00147
273,0.000593,0.000755,0.000419,0.00176,0.00130
305,0.000634,0.000796,0.000435,0.00183,0.00165
310,0.000663,0.000832,0.000442,0.00185,0.00141
328,0.000695,0.000867,0.000463,0.00192,0.00182
339,0.000716,0.000877,0.000466,0.00195,0.00179
358,0.000753,0.000923,0.000487,0.00196,0.00185
368,0.000787,0.001000,0.000503,0.00205,0.00186




